price,ratings,guests,bathrooms,room_type,property_number_of_reviews,is_superhost,num_bedrooms,num_baths,surroundings
491.0,4.73,5.0,1.0,Entire home/apt,22.0,False,2.0,1.0,"{""cats"": {""shopping"": [581, 2184, 7], ""entertainment"": [11, 100, 7], ""lodging"": [18, 97, 13], ""dining"": [77, 407, 20], ""nightlife"": [14, 90, 25], ""cafe"": [9, 90, 26], ""park_green"": [2, 15, 41], ""fitness_sport"": [15, 49, 41], ""grocery"": [10, 48, 44], ""culture"": [6, 29, 85], ""landmark"": [1, 45, 141], ""transit"": [0, 11, 222]}, ""landmarks"": [[""Rockefeller Center"", 213], [""Bryant Park"", 288], [""Top of the Rock"", 331], [""One Vanderbilt"", 360], [""Radio City Music Hall"", 381], [""Grand Central Terminal"", 416], [""Summit One Vanderbilt"", 418], [""St. Patrick's Cathedral"", 419], [""Times Square"", 434], [""Waldorf Astoria"", 550], [""Museum of Modern Art"", 617], [""Chrysler Building"", 644], [""The Morgan Library & Museum"", 775]]}"
399.0,5.0,9.0,1.0,Entire home/apt,4.0,False,1.0,1.0,"{""cats"": {""shopping"": [268, 1583, 23], ""grocery"": [3, 76, 24], ""fitness_sport"": [18, 188, 29], ""nightlife"": [16, 148, 35], ""dining"": [57, 622, 40], ""lodging"": [20, 158, 43], ""landmark"": [4, 56, 52], ""cafe"": [6, 77, 58], ""entertainment"": [18, 159, 61], ""transit"": [3, 23, 82], ""culture"": [10, 70, 90], ""park_green"": [0, 5, 351]}, ""landmarks"": [[""Herald Square"", 248], [""Madison Square Park"", 302], [""Empire State Building"", 326], [""Flatiron Building"", 534], [""Madison Square Garden"", 566], [""The Morgan Library & Museum"", 704]]}"
230.0,4.4,8.0,1.0,Private room,15.0,False,1.0,1.0,"{""cats"": {""fitness_sport"": [15, 185, 4], ""shopping"": [261, 1576, 26], ""lodging"": [21, 157, 29], ""grocery"": [6, 75, 37], ""dining"": [61, 625, 41], ""entertainment"": [17, 164, 41], ""nightlife"": [15, 147, 44], ""cafe"": [7, 78, 53], ""culture"": [10, 69, 65], ""landmark"": [4, 56, 76], ""transit"": [3, 23, 91], ""park_green"": [0, 5, 327]}, ""landmarks"": [[""Herald Square"", 239], [""Madison Square Park"", 320], [""Empire State Building"", 327], [""Madison Square Garden"", 542], [""Flatiron Building"", 546], [""The Morgan Library & Museum"", 715]]}"
350.63,4.5,5.0,1.0,Entire home/apt,2.0,False,1.0,1.0,"{""cats"": {""lodging"": [17, 158, 14], ""shopping"": [247, 1569, 17], ""fitness_sport"": [17, 185, 19], ""grocery"": [7, 75, 31], ""cafe"": [7, 78, 44], ""dining"": [68, 628, 44], ""nightlife"": [15, 147, 45], ""entertainment"": [17, 165, 51], ""culture"": [10, 70, 62], ""landmark"": [5, 57, 62], ""transit"": [3, 22, 75], ""park_green"": [0, 5, 326]}, ""landmarks"": [[""Herald Square"", 255], [""Madison Square Park"", 309], [""Empire State Building"", 343], [""Flatiron Building"", 531], [""Madison Square Garden"", 546], [""The Morgan Library & Museum"", 731]]}"
387.75,4.36,4.0,1.0,Entire home/apt,66.0,False,1.0,1.0,"{""cats"": {""fitness_sport"": [15, 188, 9], ""shopping"": [262, 1571, 22], ""lodging"": [21, 157, 29], ""grocery"": [6, 75, 33], ""nightlife"": [15, 146, 43], ""dining"": [62, 625, 45], ""entertainment"": [17, 164, 46], ""cafe"": [7, 78, 55], ""culture"": [10, 68, 69], ""landmark"": [3, 57, 73], ""transit"": [3, 23, 89], ""park_green"": [0, 5, 331]}, ""landmarks"": [[""Herald Square"", 243], [""Madison Square Park"", 315], [""Empire State Building"", 328], [""Flatiron Building"", 541], [""Madison Square Garden"", 547], [""The Morgan Library & Museum"", 715]]}"
394.0,4.83,7.0,1.0,Entire home/apt,6.0,False,1.0,1.0,"{""cats"": {""shopping"": [272, 1691, 1], ""dining"": [138, 610, 17], ""entertainment"": [30, 133, 21], ""nightlife"": [33, 136, 25], ""cafe"": [15, 77, 27], ""grocery"": [7, 72, 33], ""fitness_sport"": [19, 164, 34], ""lodging"": [21, 150, 36], ""landmark"": [8, 46, 45], ""culture"": [3, 51, 52], ""transit"": [3, 18, 134], ""park_green"": [0, 6, 175]}, ""landmarks"": [[""Empire State Building"", 57], [""Herald Square"", 104], [""The Morgan Library & Museum"", 479], [""Madison Square Park"", 533], [""Madison Square Garden"", 545], [""Bryant Park"", 620], [""Flatiron Building"", 785]]}"
868.5,4.33,4.0,1.0,Private room,3.0,False,2.0,1.0,"{""cats"": {""lodging"": [26, 108, 6], ""dining"": [57, 430, 8], ""shopping"": [65, 2055, 8], ""entertainment"": [24, 190, 18], ""transit"": [1, 10, 23], ""cafe"": [10, 75, 33], ""nightlife"": [17, 94, 40], ""fitness_sport"": [2, 53, 53], ""grocery"": [4, 44, 99], ""park_green"": [1, 15, 105], ""culture"": [4, 28, 110], ""landmark"": [1, 52, 147]}, ""landmarks"": [[""Rockefeller Center"", 149], [""Times Square"", 199], [""Bryant Park"", 284], [""Top of the Rock"", 385], [""Radio City Music Hall"", 406], [""St. Patrick's Cathedral"", 562], [""One Vanderbilt"", 568], [""Summit One Vanderbilt"", 621], [""Grand Central Terminal"", 638], [""Museum of Modern Art"", 645], [""Waldorf Astoria"", 766]]}"
291.0,4.5,2.0,1.0,Private room,10.0,False,1.0,1.0,"{""cats"": {""entertainment"": [22, 194, 13], ""dining"": [46, 450, 28], ""lodging"": [24, 124, 31], ""shopping"": [41, 1994, 40], ""culture"": [3, 31, 47], ""cafe"": [8, 80, 48], ""nightlife"": [16, 102, 57], ""fitness_sport"": [4, 53, 68], ""transit"": [1, 11, 90], ""grocery"": [4, 48, 112], ""park_green"": [1, 16, 112], ""landmark"": [2, 51, 144]}, ""landmarks"": [[""Times Square"", 166], [""Rockefeller Center"", 213], [""Bryant Park"", 232], [""Top of the Rock"", 452], [""Radio City Music Hall"", 474], [""One Vanderbilt"", 573], [""Summit One Vanderbilt"", 623], [""St. Patrick's Cathedral"", 624], [""Grand Central Terminal"", 649], [""Museum of Modern Art"", 713], [""Herald Square"", 745]]}"
201.0,4.0,4.0,1.0,Entire home/apt,3.0,False,1.0,1.0,"{""cats"": {""shopping"": [243, 1566, 12], ""grocery"": [5, 75, 19], ""fitness_sport"": [17, 190, 23], ""lodging"": [17, 155, 33], ""nightlife"": [17, 145, 44], ""dining"": [58, 627, 52], ""entertainment"": [16, 162, 60], ""landmark"": [3, 58, 63], ""cafe"": [7, 77, 64], ""culture"": [10, 69, 80], ""transit"": [3, 22, 81], ""park_green"": [0, 5, 344]}, ""landmarks"": [[""Herald Square"", 253], [""Madison Square Park"", 302], [""Empire State Building"", 334], [""Flatiron Building"", 530], [""Madison Square Garden"", 560], [""The Morgan Library & Museum"", 715]]}"
344.0,4.79,4.0,1.0,Entire home/apt,14.0,True,1.0,1.0,"{""cats"": {""shopping"": [462, 2188, 2], ""dining"": [74, 406, 7], ""lodging"": [15, 87, 11], ""nightlife"": [10, 89, 11], ""entertainment"": [13, 86, 15], ""grocery"": [7, 47, 16], ""fitness_sport"": [15, 51, 24], ""cafe"": [8, 97, 36], ""culture"": [7, 32, 47], ""landmark"": [1, 40, 93], ""park_green"": [3, 14, 102], ""transit"": [0, 13, 238]}, ""landmarks"": [[""Rockefeller Center"", 223], [""Bryant Park"", 281], [""One Vanderbilt"", 304], [""Grand Central Terminal"", 355], [""Top of the Rock"", 358], [""Summit One Vanderbilt"", 362], [""Radio City Music Hall"", 405], [""St. Patrick's Cathedral"", 412], [""Times Square"", 492], [""Waldorf Astoria"", 507], [""Chrysler Building"", 582], [""Museum of Modern Art"", 637], [""The Morgan Library & Museum"", 740]]}"
480.55,4.0,8.0,1.0,Private room,1.0,False,1.0,1.0,"{""cats"": {""dining"": [139, 610, 10], ""shopping"": [280, 1687, 12], ""entertainment"": [30, 132, 17], ""grocery"": [7, 73, 23], ""cafe"": [15, 78, 31], ""nightlife"": [33, 133, 31], ""lodging"": [21, 152, 38], ""fitness_sport"": [19, 159, 38], ""landmark"": [8, 45, 49], ""culture"": [4, 50, 63], ""transit"": [3, 18, 144], ""park_green"": [0, 6, 180]}, ""landmarks"": [[""Empire State Building"", 50], [""Herald Square"", 115], [""The Morgan Library & Museum"", 467], [""Madison Square Park"", 536], [""Madison Square Garden"", 555], [""Bryant Park"", 614], [""Flatiron Building"", 789]]}"
313.82,4.73,3.0,1.0,Entire home/apt,190.0,False,1.0,1.0,"{""cats"": {""dining"": [139, 608, 4], ""entertainment"": [31, 133, 9], ""shopping"": [279, 1677, 10], ""nightlife"": [33, 137, 27], ""grocery"": [7, 73, 29], ""cafe"": [15, 76, 32], ""lodging"": [21, 152, 33], ""fitness_sport"": [18, 161, 43], ""landmark"": [8, 47, 56], ""culture"": [4, 50, 59], ""transit"": [1, 18, 147], ""park_green"": [0, 5, 180]}, ""landmarks"": [[""Empire State Building"", 58], [""Herald Square"", 116], [""The Morgan Library & Museum"", 470], [""Madison Square Park"", 528], [""Madison Square Garden"", 558], [""Bryant Park"", 621], [""Flatiron Building"", 781]]}"
310.0,3.67,2.0,1.0,Private room,3.0,False,1.0,1.0,"{""cats"": {""entertainment"": [25, 191, 13], ""dining"": [47, 451, 22], ""lodging"": [25, 124, 24], ""culture"": [3, 32, 45], ""shopping"": [43, 1985, 47], ""nightlife"": [15, 102, 52], ""cafe"": [8, 78, 55], ""fitness_sport"": [4, 49, 75], ""transit"": [1, 11, 95], ""grocery"": [4, 47, 118], ""park_green"": [1, 15, 119], ""landmark"": [1, 51, 139]}, ""landmarks"": [[""Times Square"", 159], [""Rockefeller Center"", 216], [""Bryant Park"", 232], [""Top of the Rock"", 458], [""Radio City Music Hall"", 479], [""One Vanderbilt"", 579], [""Summit One Vanderbilt"", 628], [""St. Patrick's Cathedral"", 631], [""Grand Central Terminal"", 655], [""Museum of Modern Art"", 717], [""Herald Square"", 742]]}"
200.73,5.0,2.0,1.0,Entire home/apt,1.0,False,1.0,1.0,"{""cats"": {""shopping"": [245, 1603, 6], ""landmark"": [6, 55, 7], ""nightlife"": [20, 140, 19], ""dining"": [55, 607, 20], ""lodging"": [21, 154, 23], ""entertainment"": [18, 144, 30], ""cafe"": [7, 73, 38], ""fitness_sport"": [21, 188, 43], ""grocery"": [5, 72, 55], ""culture"": [10, 66, 79], ""transit"": [3, 21, 80], ""park_green"": [0, 6, 356]}, ""landmarks"": [[""Herald Square"", 256], [""Madison Square Park"", 287], [""Empire State Building"", 313], [""Flatiron Building"", 530], [""Madison Square Garden"", 603], [""The Morgan Library & Museum"", 673]]}"
545.21,5.0,2.0,1.0,Private room,2.0,False,1.0,1.0,"{""cats"": {""shopping"": [70, 1910, 6], ""nightlife"": [16, 107, 6], ""dining"": [60, 483, 8], ""lodging"": [30, 129, 10], ""entertainment"": [31, 227, 27], ""cafe"": [11, 73, 39], ""culture"": [3, 28, 56], ""transit"": [1, 9, 93], ""landmark"": [3, 50, 107], ""fitness_sport"": [2, 50, 109], ""park_green"": [1, 13, 136], ""grocery"": [1, 47, 139]}, ""landmarks"": [[""Rockefeller Center"", 103], [""Times Square"", 126], [""Bryant Park"", 354], [""Top of the Rock"", 389], [""Radio City Music Hall"", 392], [""St. Patrick's Cathedral"", 587], [""Museum of Modern Art"", 622], [""One Vanderbilt"", 654], [""Summit One Vanderbilt"", 708], [""Grand Central Terminal"", 722]]}"
508.0,4.56,2.0,1.0,Private room,54.0,False,1.0,1.0,"{""cats"": {""lodging"": [30, 132, 9], ""dining"": [60, 481, 14], ""shopping"": [66, 1902, 14], ""nightlife"": [16, 108, 20], ""entertainment"": [33, 226, 28], ""cafe"": [11, 75, 38], ""culture"": [4, 24, 66], ""fitness_sport"": [2, 51, 94], ""landmark"": [5, 51, 96], ""transit"": [1, 9, 106], ""grocery"": [1, 50, 121], ""park_green"": [1, 14, 121]}, ""landmarks"": [[""Rockefeller Center"", 86], [""Times Square"", 119], [""Bryant Park"", 372], [""Radio City Music Hall"", 381], [""Top of the Rock"", 382], [""St. Patrick's Cathedral"", 584], [""Museum of Modern Art"", 609], [""One Vanderbilt"", 667], [""Summit One Vanderbilt"", 721], [""Grand Central Terminal"", 733]]}"
555.0,5.0,3.0,1.0,Entire home/apt,4.0,False,1.0,1.0,"{""cats"": {""entertainment"": [21, 183, 13], ""nightlife"": [11, 119, 21], ""dining"": [42, 480, 25], ""landmark"": [6, 47, 29], ""lodging"": [15, 129, 34], ""shopping"": [40, 1903, 50], ""cafe"": [5, 86, 69], ""culture"": [2, 32, 81], ""fitness_sport"": [6, 68, 91], ""grocery"": [7, 47, 114], ""park_green"": [1, 14, 132], ""transit"": [1, 11, 136]}, ""landmarks"": [[""Times Square"", 117], [""Bryant Park"", 153], [""Rockefeller Center"", 335], [""Top of the Rock"", 574], [""One Vanderbilt"", 588], [""Radio City Music Hall"", 599], [""Herald Square"", 624], [""Summit One Vanderbilt"", 630], [""Grand Central Terminal"", 671], [""St. Patrick's Cathedral"", 736], [""Empire State Building"", 779], [""The Morgan Library & Museum"", 789]]}"
394.17,4.92,2.0,1.0,Private room,72.0,False,1.0,1.0,"{""cats"": {""nightlife"": [17, 108, 6], ""dining"": [60, 485, 6], ""shopping"": [71, 1879, 7], ""lodging"": [30, 132, 9], ""entertainment"": [31, 228, 29], ""cafe"": [11, 74, 38], ""culture"": [3, 28, 54], ""transit"": [1, 9, 95], ""landmark"": [3, 50, 105], ""fitness_sport"": [2, 51, 110], ""park_green"": [1, 13, 135], ""grocery"": [1, 48, 138]}, ""landmarks"": [[""Rockefeller Center"", 104], [""Times Square"", 123], [""Bryant Park"", 355], [""Top of the Rock"", 391], [""Radio City Music Hall"", 393], [""St. Patrick's Cathedral"", 590], [""Museum of Modern Art"", 624], [""One Vanderbilt"", 657], [""Summit One Vanderbilt"", 710], [""Grand Central Terminal"", 724]]}"
754.0,4.55,4.0,1.0,Private room,113.0,False,1.0,1.0,"{""cats"": {""nightlife"": [18, 109, 12], ""dining"": [59, 479, 12], ""cafe"": [10, 77, 22], ""shopping"": [71, 1890, 23], ""lodging"": [29, 128, 27], ""entertainment"": [30, 218, 31], ""culture"": [4, 28, 47], ""transit"": [1, 10, 86], ""landmark"": [2, 52, 118], ""fitness_sport"": [3, 52, 126], ""park_green"": [1, 13, 150], ""grocery"": [0, 46, 155]}, ""landmarks"": [[""Rockefeller Center"", 120], [""Times Square"", 129], [""Bryant Park"", 337], [""Top of the Rock"", 400], [""Radio City Music Hall"", 405], [""St. Patrick's Cathedral"", 595], [""Museum of Modern Art"", 637], [""One Vanderbilt"", 645], [""Summit One Vanderbilt"", 699], [""Grand Central Terminal"", 714]]}"
306.21,4.5,2.0,1.0,Entire home/apt,4.0,False,1.0,1.0,"{""cats"": {""shopping"": [249, 1550, 19], ""grocery"": [7, 67, 22], ""dining"": [44, 596, 24], ""lodging"": [22, 141, 27], ""fitness_sport"": [20, 200, 33], ""landmark"": [4, 54, 42], ""nightlife"": [11, 143, 43], ""culture"": [12, 70, 46], ""entertainment"": [11, 167, 52], ""cafe"": [9, 81, 71], ""transit"": [1, 22, 143], ""park_green"": [0, 4, 217]}, ""landmarks"": [[""Herald Square"", 235], [""Empire State Building"", 363], [""Madison Square Park"", 401], [""Madison Square Garden"", 441], [""Flatiron Building"", 597], [""The Morgan Library & Museum"", 782]]}"
245.35,4.76,2.0,1.0,Entire home/apt,34.0,True,1.0,1.0,"{""cats"": {""shopping"": [106, 2113, 4], ""grocery"": [8, 59, 5], ""fitness_sport"": [8, 68, 15], ""culture"": [7, 33, 16], ""landmark"": [5, 39, 44], ""dining"": [27, 420, 44], ""park_green"": [3, 15, 49], ""cafe"": [12, 95, 53], ""lodging"": [8, 84, 58], ""nightlife"": [6, 88, 64], ""entertainment"": [6, 58, 65], ""transit"": [2, 17, 129]}, ""landmarks"": [[""One Vanderbilt"", 147], [""Bryant Park"", 171], [""Summit One Vanderbilt"", 193], [""Grand Central Terminal"", 231], [""Rockefeller Center"", 413], [""Chrysler Building"", 458], [""The Morgan Library & Museum"", 532], [""Times Square"", 547], [""Top of the Rock"", 567], [""Waldorf Astoria"", 585], [""St. Patrick's Cathedral"", 587], [""Radio City Music Hall"", 613], [""Herald Square"", 696], [""Empire State Building"", 729]]}"
242.13,4.43,3.0,1.0,Entire home/apt,61.0,False,1.0,1.0,"{""cats"": {""shopping"": [268, 1568, 24], ""fitness_sport"": [26, 179, 37], ""nightlife"": [21, 145, 38], ""dining"": [57, 600, 45], ""lodging"": [20, 158, 54], ""entertainment"": [22, 142, 65], ""landmark"": [7, 53, 66], ""cafe"": [10, 78, 68], ""grocery"": [6, 72, 75], ""culture"": [8, 65, 84], ""transit"": [1, 19, 146], ""park_green"": [0, 5, 287]}, ""landmarks"": [[""Herald Square"", 220], [""Empire State Building"", 249], [""Madison Square Park"", 334], [""Flatiron Building"", 586], [""The Morgan Library & Museum"", 604], [""Madison Square Garden"", 612]]}"
179.0,5.0,8.0,1.0,Private room,4.0,False,1.0,1.0,"{""cats"": {""shopping"": [270, 1562, 19], ""fitness_sport"": [25, 178, 35], ""nightlife"": [20, 146, 46], ""dining"": [52, 605, 52], ""lodging"": [19, 157, 63], ""entertainment"": [18, 140, 64], ""landmark"": [7, 50, 65], ""grocery"": [6, 71, 69], ""culture"": [8, 65, 75], ""cafe"": [8, 78, 76], ""transit"": [1, 19, 144], ""park_green"": [0, 6, 287]}, ""landmarks"": [[""Herald Square"", 229], [""Empire State Building"", 254], [""Madison Square Park"", 327], [""Flatiron Building"", 580], [""The Morgan Library & Museum"", 604], [""Madison Square Garden"", 621]]}"
335.09,5.0,4.0,1.0,Private room,1.0,False,1.0,1.0,"{""cats"": {""lodging"": [25, 148, 3], ""cafe"": [16, 79, 5], ""nightlife"": [33, 140, 7], ""shopping"": [287, 1621, 7], ""dining"": [149, 605, 13], ""entertainment"": [32, 128, 24], ""fitness_sport"": [18, 159, 42], ""grocery"": [8, 67, 46], ""culture"": [3, 49, 78], ""landmark"": [7, 47, 83], ""park_green"": [0, 6, 155], ""transit"": [0, 19, 157]}, ""landmarks"": [[""Empire State Building"", 66], [""Herald Square"", 145], [""The Morgan Library & Museum"", 456], [""Madison Square Park"", 512], [""Madison Square Garden"", 589], [""Bryant Park"", 630], [""Flatiron Building"", 767]]}"
670.18,3.0,8.0,2.0,Private room,1.0,False,2.0,2.0,"{""cats"": {""lodging"": [25, 148, 3], ""cafe"": [16, 79, 5], ""nightlife"": [33, 140, 7], ""shopping"": [287, 1621, 7], ""dining"": [149, 605, 13], ""entertainment"": [32, 128, 24], ""fitness_sport"": [18, 159, 42], ""grocery"": [8, 67, 46], ""culture"": [3, 49, 78], ""landmark"": [7, 47, 83], ""park_green"": [0, 6, 155], ""transit"": [0, 19, 157]}, ""landmarks"": [[""Empire State Building"", 66], [""Herald Square"", 145], [""The Morgan Library & Museum"", 456], [""Madison Square Park"", 512], [""Madison Square Garden"", 589], [""Bryant Park"", 630], [""Flatiron Building"", 767]]}"
712.0,4.0,8.0,2.0,Private room,1.0,False,2.0,2.0,"{""cats"": {""lodging"": [25, 148, 3], ""cafe"": [16, 79, 5], ""nightlife"": [33, 140, 7], ""shopping"": [287, 1621, 7], ""dining"": [149, 605, 13], ""entertainment"": [32, 128, 24], ""fitness_sport"": [18, 159, 42], ""grocery"": [8, 67, 46], ""culture"": [3, 49, 78], ""landmark"": [7, 47, 83], ""park_green"": [0, 6, 155], ""transit"": [0, 19, 157]}, ""landmarks"": [[""Empire State Building"", 66], [""Herald Square"", 145], [""The Morgan Library & Museum"", 456], [""Madison Square Park"", 512], [""Madison Square Garden"", 589], [""Bryant Park"", 630], [""Flatiron Building"", 767]]}"
690.98,2.0,8.0,2.0,Private room,1.0,False,2.0,2.0,"{""cats"": {""lodging"": [25, 148, 3], ""cafe"": [16, 79, 5], ""shopping"": [287, 1621, 7], ""nightlife"": [33, 140, 7], ""dining"": [149, 605, 13], ""entertainment"": [32, 128, 24], ""fitness_sport"": [18, 159, 42], ""grocery"": [8, 67, 46], ""culture"": [3, 49, 78], ""landmark"": [7, 47, 83], ""park_green"": [0, 6, 155], ""transit"": [0, 19, 157]}, ""landmarks"": [[""Empire State Building"", 66], [""Herald Square"", 145], [""The Morgan Library & Museum"", 456], [""Madison Square Park"", 512], [""Madison Square Garden"", 589], [""Bryant Park"", 630], [""Flatiron Building"", 767]]}"
265.49,5.0,2.0,1.0,Private room,1.0,False,1.0,1.0,"{""cats"": {""lodging"": [25, 148, 3], ""cafe"": [16, 79, 5], ""shopping"": [287, 1621, 7], ""nightlife"": [33, 140, 7], ""dining"": [149, 605, 13], ""entertainment"": [32, 128, 24], ""fitness_sport"": [18, 159, 42], ""grocery"": [8, 67, 46], ""culture"": [3, 49, 78], ""landmark"": [7, 47, 83], ""park_green"": [0, 6, 155], ""transit"": [0, 19, 157]}, ""landmarks"": [[""Empire State Building"", 66], [""Herald Square"", 145], [""The Morgan Library & Museum"", 456], [""Madison Square Park"", 512], [""Madison Square Garden"", 589], [""Bryant Park"", 630], [""Flatiron Building"", 767]]}"
265.49,5.0,2.0,1.0,Private room,1.0,False,1.0,1.0,"{""cats"": {""lodging"": [25, 148, 3], ""cafe"": [16, 79, 5], ""shopping"": [287, 1621, 7], ""nightlife"": [33, 140, 7], ""dining"": [149, 605, 13], ""entertainment"": [32, 128, 24], ""fitness_sport"": [18, 159, 42], ""grocery"": [8, 67, 46], ""culture"": [3, 49, 78], ""landmark"": [7, 47, 83], ""park_green"": [0, 6, 155], ""transit"": [0, 19, 157]}, ""landmarks"": [[""Empire State Building"", 66], [""Herald Square"", 145], [""The Morgan Library & Museum"", 456], [""Madison Square Park"", 512], [""Madison Square Garden"", 589], [""Bryant Park"", 630], [""Flatiron Building"", 767]]}"
514.29,4.0,5.0,1.0,Private room,1.0,False,1.0,1.0,"{""cats"": {""lodging"": [25, 148, 3], ""cafe"": [16, 79, 5], ""shopping"": [287, 1621, 7], ""nightlife"": [33, 140, 7], ""dining"": [149, 605, 13], ""entertainment"": [32, 128, 24], ""fitness_sport"": [18, 159, 42], ""grocery"": [8, 67, 46], ""culture"": [3, 49, 78], ""landmark"": [7, 47, 83], ""park_green"": [0, 6, 155], ""transit"": [0, 19, 157]}, ""landmarks"": [[""Empire State Building"", 66], [""Herald Square"", 145], [""The Morgan Library & Museum"", 456], [""Madison Square Park"", 512], [""Madison Square Garden"", 589], [""Bryant Park"", 630], [""Flatiron Building"", 767]]}"
734.0,5.0,8.0,2.0,Private room,1.0,False,2.0,2.0,"{""cats"": {""lodging"": [25, 148, 3], ""cafe"": [16, 79, 5], ""shopping"": [287, 1621, 7], ""nightlife"": [33, 140, 7], ""dining"": [149, 605, 13], ""entertainment"": [32, 128, 24], ""fitness_sport"": [18, 159, 42], ""grocery"": [8, 67, 46], ""culture"": [3, 49, 78], ""landmark"": [7, 47, 83], ""park_green"": [0, 6, 155], ""transit"": [0, 19, 157]}, ""landmarks"": [[""Empire State Building"", 66], [""Herald Square"", 145], [""The Morgan Library & Museum"", 456], [""Madison Square Park"", 512], [""Madison Square Garden"", 589], [""Bryant Park"", 630], [""Flatiron Building"", 767]]}"
690.98,4.0,8.0,2.0,Private room,1.0,False,2.0,2.0,"{""cats"": {""lodging"": [25, 148, 3], ""cafe"": [16, 79, 5], ""nightlife"": [33, 140, 7], ""shopping"": [287, 1621, 7], ""dining"": [149, 605, 13], ""entertainment"": [32, 128, 24], ""fitness_sport"": [18, 159, 42], ""grocery"": [8, 67, 46], ""culture"": [3, 49, 78], ""landmark"": [7, 47, 83], ""park_green"": [0, 6, 155], ""transit"": [0, 19, 157]}, ""landmarks"": [[""Empire State Building"", 66], [""Herald Square"", 145], [""The Morgan Library & Museum"", 456], [""Madison Square Park"", 512], [""Madison Square Garden"", 589], [""Bryant Park"", 630], [""Flatiron Building"", 767]]}"
444.69,1.0,4.0,1.0,Private room,1.0,False,1.0,1.0,"{""cats"": {""lodging"": [25, 148, 3], ""cafe"": [16, 79, 5], ""shopping"": [287, 1621, 7], ""nightlife"": [33, 140, 7], ""dining"": [149, 605, 13], ""entertainment"": [32, 128, 24], ""fitness_sport"": [18, 159, 42], ""grocery"": [8, 67, 46], ""culture"": [3, 49, 78], ""landmark"": [7, 47, 83], ""park_green"": [0, 6, 155], ""transit"": [0, 19, 157]}, ""landmarks"": [[""Empire State Building"", 66], [""Herald Square"", 145], [""The Morgan Library & Museum"", 456], [""Madison Square Park"", 512], [""Madison Square Garden"", 589], [""Bryant Park"", 630], [""Flatiron Building"", 767]]}"
266.0,4.0,2.0,1.0,Private room,1.0,False,1.0,1.0,"{""cats"": {""lodging"": [25, 148, 3], ""cafe"": [16, 79, 5], ""nightlife"": [33, 140, 7], ""shopping"": [287, 1621, 7], ""dining"": [149, 605, 13], ""entertainment"": [32, 128, 24], ""fitness_sport"": [18, 159, 42], ""grocery"": [8, 67, 46], ""culture"": [3, 49, 78], ""landmark"": [7, 47, 83], ""park_green"": [0, 6, 155], ""transit"": [0, 19, 157]}, ""landmarks"": [[""Empire State Building"", 66], [""Herald Square"", 145], [""The Morgan Library & Museum"", 456], [""Madison Square Park"", 512], [""Madison Square Garden"", 589], [""Bryant Park"", 630], [""Flatiron Building"", 767]]}"
266.0,5.0,2.0,1.0,Private room,1.0,False,1.0,1.0,"{""cats"": {""lodging"": [25, 148, 3], ""cafe"": [16, 79, 5], ""shopping"": [287, 1621, 7], ""nightlife"": [33, 140, 7], ""dining"": [149, 605, 13], ""entertainment"": [32, 128, 24], ""fitness_sport"": [18, 159, 42], ""grocery"": [8, 67, 46], ""culture"": [3, 49, 78], ""landmark"": [7, 47, 83], ""park_green"": [0, 6, 155], ""transit"": [0, 19, 157]}, ""landmarks"": [[""Empire State Building"", 66], [""Herald Square"", 145], [""The Morgan Library & Museum"", 456], [""Madison Square Park"", 512], [""Madison Square Garden"", 589], [""Bryant Park"", 630], [""Flatiron Building"", 767]]}"
375.09,4.0,2.0,1.0,Private room,1.0,False,1.0,1.0,"{""cats"": {""lodging"": [25, 148, 3], ""cafe"": [16, 79, 5], ""shopping"": [287, 1621, 7], ""nightlife"": [33, 140, 7], ""dining"": [149, 605, 13], ""entertainment"": [32, 128, 24], ""fitness_sport"": [18, 159, 42], ""grocery"": [8, 67, 46], ""culture"": [3, 49, 78], ""landmark"": [7, 47, 83], ""park_green"": [0, 6, 155], ""transit"": [0, 19, 157]}, ""landmarks"": [[""Empire State Building"", 66], [""Herald Square"", 145], [""The Morgan Library & Museum"", 456], [""Madison Square Park"", 512], [""Madison Square Garden"", 589], [""Bryant Park"", 630], [""Flatiron Building"", 767]]}"
537.0,5.0,5.0,1.0,Private room,1.0,False,1.0,1.0,"{""cats"": {""lodging"": [25, 148, 3], ""cafe"": [16, 79, 5], ""shopping"": [287, 1621, 7], ""nightlife"": [33, 140, 7], ""dining"": [149, 605, 13], ""entertainment"": [32, 128, 24], ""fitness_sport"": [18, 159, 42], ""grocery"": [8, 67, 46], ""culture"": [3, 49, 78], ""landmark"": [7, 47, 83], ""park_green"": [0, 6, 155], ""transit"": [0, 19, 157]}, ""landmarks"": [[""Empire State Building"", 66], [""Herald Square"", 145], [""The Morgan Library & Museum"", 456], [""Madison Square Park"", 512], [""Madison Square Garden"", 589], [""Bryant Park"", 630], [""Flatiron Building"", 767]]}"
