index,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,city,surroundings_50m
413,,De Baarsjes - Oud-West,52.37484,4.86096,Entire home/apt,130,4,76,0.85,1,11,0,holland,"[{""name"": ""Albert Heijn"", ""shop"": ""supermarket""}, {""name"": ""SandyBloemen.nl"", ""shop"": ""florist""}, {""name"": ""Warung Kamal Afhaalcentrum"", ""amenity"": ""fast_food"", ""cuisine"": ""indonesian""}, {""name"": ""Rue de sevres"", ""amenity"": ""restaurant"", ""cuisine"": ""french""}, {""name"": ""Biladi"", ""amenity"": ""restaurant"", ""cuisine"": ""greek""}, {""name"": ""Wanica Exotics"", ""amenity"": ""fast_food"", ""cuisine"": ""sandwich""}, {""name"": ""George de Jong Optiek"", ""shop"": ""optician""}, {""name"": ""Chris Bloemsierkunst"", ""shop"": ""florist""}, {""name"": ""Tandoori 2 Go"", ""amenity"": ""restaurant"", ""cuisine"": ""indian""}, {""leisure"": ""garden""}]"
415,,Oud-Noord,52.38745,4.91972,Entire home/apt,350,2,2,0.04,1,169,0,holland,"[{""leisure"": ""garden""}]"
416,,Bos en Lommer,52.37567,4.85533,Entire home/apt,75,3,19,0.45,1,0,2,holland,"[{""name"": ""Erasmuspark"", ""leisure"": ""park""}, {""leisure"": ""garden""}]"
427,,Oud-Oost,52.3522,4.91484,Entire home/apt,102,7,19,0.21,1,0,1,holland,"[{""leisure"": ""garden""}]"
436,,Zuid,52.35289,4.87731,Entire home/apt,466,3,20,0.26,1,7,1,holland,"[{""name"": ""Raw Aron Schuster Synagoge"", ""amenity"": ""place_of_worship""}, {""leisure"": ""pitch"", ""sport"": ""table_tennis""}, {""leisure"": ""garden""}, {""name"": ""Jacob Obrechtplein"", ""leisure"": ""playground""}]"
440,,Centrum-West,52.37847,4.88475,Entire home/apt,175,2,70,0.76,2,0,0,holland,"[{""name"": ""Ko Chang"", ""amenity"": ""restaurant"", ""cuisine"": ""thai""}, {""name"": ""Albert Heijn"", ""shop"": ""supermarket""}, {""name"": ""La maison de sophie"", ""shop"": ""clothes""}, {""name"": ""Lapjesmarkt"", ""amenity"": ""marketplace""}, {""name"": ""Mechanisch Speelgoed"", ""shop"": ""toys""}, {""name"": ""Terre Lente"", ""shop"": ""deli""}, {""name"": ""Schout bij-nacht"", ""amenity"": ""restaurant""}, {""name"": ""Kilo"", ""shop"": ""furniture""}, {""name"": ""The Browbarber"", ""shop"": ""beauty""}, {""name"": ""Petopia"", ""shop"": ""pet""}, {""name"": ""World of Nix"", ""shop"": ""beverages""}, {""name"": ""De Gouden Schaar"", ""shop"": ""tailor""}, {""name"": ""Hinata"", ""amenity"": ""restaurant"", ""cuisine"": ""ramen"", ""description"": ""Ramen""}]"
453,,Centrum-West,52.38428,4.88636,Entire home/apt,250,3,33,0.43,1,37,4,holland,"[{""name"": ""Pasito"", ""amenity"": ""dancing_school""}, {""name"": ""Buenos Aires Tango"", ""amenity"": ""dancing_school""}, {""name"": ""Kim Sutherland"", ""amenity"": ""studio""}, {""amenity"": ""music_school""}, {""amenity"": ""arts_centre""}, {""name"": ""Zeni's Art"", ""amenity"": ""dancing_school""}, {""name"": ""The Loft"", ""tourism"": ""gallery""}]"
464,,Oud-Oost,52.35363,4.91644,Entire home/apt,170,12,7,0.27,1,0,0,holland,"[{""name"": ""Cruyff Court"", ""leisure"": ""pitch"", ""sport"": ""soccer""}, {""leisure"": ""fitness_station"", ""sport"": ""fitness""}, {""leisure"": ""garden""}, {""leisure"": ""pitch"", ""sport"": ""table_tennis""}, {""leisure"": ""playground""}]"
470,,De Pijp - Rivierenbuurt,52.34965,4.89403,Private room,79,2,66,0.92,1,277,7,holland,"[{""name"": ""Sportcentrum De Pijp"", ""leisure"": ""sports_centre""}, {""leisure"": ""pitch"", ""sport"": ""soccer""}, {""name"": ""Sporthal de Pijp"", ""leisure"": ""sports_centre"", ""sport"": ""multi""}, {""leisure"": ""garden""}]"
483,,De Baarsjes - Oud-West,52.36807,4.87636,Private room,89,3,57,0.73,1,166,5,holland,"[{""name"": ""Ashoka kinker"", ""amenity"": ""restaurant""}, {""name"": ""Orange Copy"", ""shop"": ""copyshop""}, {""name"": ""Dr. Falafel"", ""amenity"": ""fast_food"", ""cuisine"": ""falafel""}, {""name"": ""Cafecito"", ""amenity"": ""cafe"", ""cuisine"": ""coffee""}]"
496,,Zuid,52.35612,4.88026,Entire home/apt,215,2,21,0.28,1,183,0,holland,"[{""name"": ""Best Bread Boba"", ""amenity"": ""cafe"", ""cuisine"": ""bubble_tea;matcha""}, {""name"": ""De Bijbel: het woord van God"", ""shop"": ""kiosk""}, {""name"": ""Solo"", ""amenity"": ""restaurant""}, {""name"": ""Concertgebouw"", ""amenity"": ""theatre"", ""description"": ""concert hall, mainly for classical music""}, {""leisure"": ""picnic_table""}, {""amenity"": ""parking_exit""}, {""name"": ""Museumplein"", ""leisure"": ""park""}]"
507,,Slotervaart,52.36173,4.8454,Private room,35,2,286,3.09,3,128,10,holland,"[{""name"": ""Rembrandtpark"", ""leisure"": ""park""}]"
513,,Centrum-Oost,52.363968,4.885711,Private room,101,2,66,0.72,1,11,42,holland,"[{""name"": ""Granada"", ""amenity"": ""restaurant""}, {""name"": ""Hostel Centre"", ""tourism"": ""guest_house""}, {""name"": ""Moshi Moshi"", ""amenity"": ""restaurant"", ""cuisine"": ""japanese""}, {""name"": ""Los Argentinos"", ""amenity"": ""restaurant""}, {""name"": ""NICOLE"", ""tourism"": ""apartment""}, {""name"": ""Zorba de Griek"", ""amenity"": ""restaurant"", ""cuisine"": ""greek""}, {""name"": ""Karma Kebab"", ""amenity"": ""fast_food"", ""cuisine"": ""kebab""}, {""name"": ""Orfeo Hostel"", ""tourism"": ""hostel""}, {""name"": ""Bourbon Street Music Club"", ""amenity"": ""bar""}, {""name"": ""Poké Perfect"", ""amenity"": ""restaurant""}, {""name"": ""Japan Inn"", ""amenity"": ""restaurant"", ""cuisine"": ""japanese""}, {""name"": ""Luk's schoenmakerij"", ""shop"": ""shoe_repair""}, {""name"": ""De Biertuin Prinsengracht"", ""amenity"": ""biergarten""}, {""name"": ""Pijpenkabinet"", ""tourism"": ""museum""}, {""name"": ""Amsterdam Pipe Shop"", ""shop"": ""tobacco""}]"
520,,Centrum-West,52.38009,4.88874,Entire home/apt,180,2,38,0.68,1,37,0,holland,"[{""name"": ""Café Tabac"", ""amenity"": ""cafe""}, {""tourism"": ""artwork""}, {""tourism"": ""information""}]"
525,,De Pijp - Rivierenbuurt,52.35326,4.90668,Entire home/apt,200,3,38,0.42,1,0,0,holland,"[{""name"": ""Cinetol"", ""amenity"": ""arts_centre""}, {""name"": ""Cultuurhuis Diamantslijperij"", ""amenity"": ""arts_centre""}, {""name"": ""CC Amstel"", ""amenity"": ""theatre""}, {""name"": ""OBA CC Amstel"", ""amenity"": ""library""}, {""name"": ""Revisiting The Cullinan"", ""tourism"": ""artwork""}, {""leisure"": ""garden""}, {""name"": ""Archive by Pestana"", ""amenity"": ""restaurant""}, {""name"": ""Pestana Amsterdam Riverside"", ""tourism"": ""hotel"", ""brand"": ""Pestana""}]"
539,,De Baarsjes - Oud-West,52.37124,4.87155,Entire home/apt,165,2,25,0.28,1,154,0,holland,"[{""name"": ""Bilder & de Clercq"", ""shop"": ""supermarket""}, {""name"": ""Mook pancakes"", ""amenity"": ""cafe""}, {""name"": ""IJscuypje"", ""amenity"": ""ice_cream"", ""cuisine"": ""ice_cream""}, {""name"": ""Flowers & Powers"", ""shop"": ""florist""}, {""name"": ""IJscuypje"", ""amenity"": ""ice_cream""}]"
547,,De Baarsjes - Oud-West,52.3705,4.86328,Entire home/apt,120,4,42,0.48,1,0,2,holland,"[{""name"": ""Gorillas"", ""shop"": ""outpost""}, {""name"": ""Natuurtuin Slatuinen"", ""leisure"": ""garden"", ""description"": ""Openbaar binnenterrein""}, {""leisure"": ""outdoor_seating""}, {""name"": ""Buongiorno Espressobar"", ""amenity"": ""cafe""}, {""name"": ""Bloemenhoek Admiraal"", ""shop"": ""florist""}]"
550,,Oud-Oost,52.36179,4.92923,Entire home/apt,120,2,15,0.18,1,127,0,holland,"[{""tourism"": ""artwork""}, {""leisure"": ""playground""}, {""leisure"": ""garden""}]"
552,,De Baarsjes - Oud-West,52.36695,4.87465,Entire home/apt,199,2,16,0.3,1,0,4,holland,"[{""name"": ""l'Affiche"", ""amenity"": ""pub""}]"
576,,Oud-Noord,52.3867,4.91677,Entire home/apt,99,3,58,0.65,1,8,1,holland,"[{""leisure"": ""playground""}, {""name"": ""Taalschool"", ""amenity"": ""school"", ""description"": ""nieuwkomersonderwijs""}, {""leisure"": ""garden""}]"
579,,Westerpark,52.37544,4.87394,Entire home/apt,241,2,30,1.76,1,0,3,holland,"[{""leisure"": ""garden""}, {""name"": ""Albert Heijn"", ""shop"": ""supermarket""}, {""name"": ""Slagerij Tuana"", ""shop"": ""convenience""}, {""name"": ""Yassmin"", ""shop"": ""hairdresser""}, {""amenity"": ""fast_food""}, {""name"": ""Coffeeshop de Supermarkt"", ""shop"": ""cannabis""}, {""name"": ""Dierenkliniek Amsterdam - Frederik Hendrikstraat"", ""amenity"": ""veterinary""}]"
580,,De Aker - Nieuw Sloten,52.34238,4.79699,Private room,57,2,361,4.04,1,197,32,holland,"[{""leisure"": ""garden""}, {""name"": ""Speeltuin Sloten"", ""leisure"": ""playground""}, {""name"": ""Sloterkerk"", ""amenity"": ""place_of_worship""}]"
583,,De Pijp - Rivierenbuurt,52.35796,4.90026,Private room,100,3,433,4.82,1,58,29,holland,"[{""name"": ""Ibis Styles Amsterdam Amstel"", ""tourism"": ""hotel"", ""brand"": ""Ibis Styles""}, {""name"": ""Ibis Styles Amsterdam City"", ""tourism"": ""hotel"", ""brand"": ""Ibis Styles""}, {""name"": ""Fabric Inspired X Artitude"", ""tourism"": ""gallery""}]"
592,,Westerpark,52.37418,4.86866,Entire home/apt,145,3,27,0.31,1,14,0,holland,"[{""leisure"": ""garden""}]"
594,,De Baarsjes - Oud-West,52.36099,4.85987,Entire home/apt,90,6,30,0.34,1,0,0,holland,"[{""leisure"": ""playground""}, {""amenity"": ""public_bookcase""}]"
609,,Westerpark,52.38573,4.8663,Entire home/apt,200,2,10,0.11,1,0,0,holland,"[{""name"": ""Rainarai"", ""amenity"": ""restaurant""}, {""name"": ""Vinseschool"", ""amenity"": ""school""}, {""leisure"": ""park""}, {""name"": ""TonTon Club Westergas"", ""amenity"": ""bar"", ""leisure"": ""amusement_arcade""}, {""name"": ""Westergasfabriek"", ""amenity"": ""arts_centre"", ""description"": ""culture park, former gasworks site""}, {""name"": ""Westerpark"", ""leisure"": ""park""}]"
620,,Oud-Noord,52.39729,4.91497,Entire home/apt,130,3,13,0.21,1,137,2,holland,"[{""leisure"": ""garden""}]"
635,,Watergraafsmeer,52.35191,4.92078,Private room,55,2,41,0.51,2,337,0,holland,"[{""name"": ""Vergulden Eenhoorn"", ""amenity"": ""pub""}, {""leisure"": ""garden""}]"
651,,De Pijp - Rivierenbuurt,52.35585,4.90106,Entire home/apt,130,3,33,0.49,1,0,0,holland,"[{""leisure"": ""garden""}, {""name"": ""Ace & Tate"", ""shop"": ""optician""}, {""name"": ""FEBO"", ""amenity"": ""fast_food"", ""cuisine"": ""friture""}, {""name"": ""Ido's Cutting Crew"", ""shop"": ""hairdresser""}, {""name"": ""Coffeeshop Carmona"", ""shop"": ""cannabis"", ""cuisine"": ""cannabis_coffee_shop""}, {""name"": ""Grapedistrict"", ""shop"": ""wine""}, {""name"": ""Look Ahead"", ""shop"": ""hairdresser""}, {""name"": ""Chef Juzzev"", ""amenity"": ""fast_food"", ""cuisine"": ""shawarma;barbecue;pizza;burger""}, {""name"": ""Meng Si"", ""shop"": ""massage""}, {""name"": ""Yu Fung"", ""amenity"": ""restaurant"", ""cuisine"": ""chinese;surinamese;caribbean""}, {""name"": ""Pizza Beppe"", ""amenity"": ""restaurant"", ""cuisine"": ""pizza""}, {""name"": ""Het Kabinet"", ""tourism"": ""guest_house""}, {""name"": ""Wim Heldens Atelier/Studio"", ""tourism"": ""gallery""}]"
654,,Centrum-Oost,52.36349,4.89322,Private room,105,1,331,3.86,2,0,0,holland,"[{""leisure"": ""garden""}, {""name"": ""Museum Van Loon"", ""tourism"": ""museum""}, {""name"": ""Museum of Illusions"", ""tourism"": ""museum""}]"
657,,Centrum-West,52.3773,4.89475,Private room,65,2,494,5.62,2,185,24,holland,"[{""name"": ""Ashoka"", ""amenity"": ""restaurant""}, {""name"": ""Joya"", ""amenity"": ""restaurant"", ""cuisine"": ""asian""}, {""name"": ""Toro Dorado"", ""amenity"": ""restaurant"", ""cuisine"": ""burger;steak_house""}, {""name"": ""Souvenier Supermarket"", ""shop"": ""gift""}, {""name"": ""Gauchos"", ""amenity"": ""restaurant"", ""cuisine"": ""argentinian""}, {""name"": ""Sapore Italiano"", ""amenity"": ""restaurant"", ""cuisine"": ""italian""}, {""name"": ""Day's Foodbar"", ""amenity"": ""restaurant""}, {""name"": ""Van Speyk"", ""amenity"": ""restaurant""}, {""name"": ""Savini"", ""amenity"": ""restaurant"", ""cuisine"": ""italian""}, {""name"": ""Bitterzoet"", ""amenity"": ""nightclub""}, {""name"": ""SUMO"", ""amenity"": ""restaurant"", ""brand"": ""Sumo"", ""cuisine"": ""japanese""}, {""name"": ""King Bikes"", ""amenity"": ""bicycle_rental""}, {""name"": ""Takumi Ramen"", ""amenity"": ""restaurant"", ""cuisine"": ""asian;japanese;ramen""}, {""name"": ""Sint Nicolaas"", ""tourism"": ""hotel""}, {""name"": ""Koepelcafé"", ""amenity"": ""restaurant"", ""cuisine"": ""regional""}, {""name"": ""Renaissance Amsterdam Hotel"", ""tourism"": ""hotel"", ""brand"": ""Renaissance""}, {""name"": ""CIMA"", ""amenity"": ""bar""}]"
669,,Oostelijk Havengebied - Indische Buurt,52.35963,4.94314,Entire home/apt,80,2,54,0.84,1,0,0,holland,"[{""leisure"": ""garden""}, {""leisure"": ""pitch"", ""sport"": ""basketball""}, {""name"": ""Cruyff Court Sjaak Swart"", ""leisure"": ""pitch"", ""brand"": ""Cruyff Court"", ""sport"": ""soccer""}, {""leisure"": ""pitch"", ""sport"": ""boules""}, {""leisure"": ""picnic_table"", ""sport"": ""chess""}]"
681,,Watergraafsmeer,52.35396,4.93526,Private room,74,2,256,2.93,1,351,18,holland,"[{""leisure"": ""garden""}]"
688,,De Baarsjes - Oud-West,52.36744,4.86625,Entire home/apt,236,3,11,0.14,1,9,4,holland,"[{""name"": ""Ten Katemarkt"", ""amenity"": ""marketplace""}, {""name"": ""Fika Amsterdam"", ""amenity"": ""cafe""}, {""name"": ""Harchane"", ""shop"": ""seafood""}, {""name"": ""Bar Centraal"", ""amenity"": ""bar""}, {""name"": ""Cafe Topido"", ""amenity"": ""cafe""}, {""name"": ""A. Mog Tweedehands"", ""shop"": ""second_hand""}, {""name"": ""Sam's Coffee"", ""amenity"": ""cafe""}, {""name"": ""EFFECT(S)"", ""shop"": ""clothes""}, {""name"": ""Blooming Interior"", ""shop"": ""interior_decoration""}, {""name"": ""Topido"", ""shop"": ""alcohol""}, {""name"": ""Abraham Bloemen & Planten"", ""shop"": ""florist""}, {""name"": ""Ad Straathof Marktbakkerij"", ""shop"": ""bakery""}]"
693,,Oud-Noord,52.39293,4.93417,Entire home/apt,175,3,28,0.33,1,0,3,holland,"[{""leisure"": ""garden""}]"
694,,Zuid,52.34315,4.86275,Entire home/apt,168,2,32,0.49,1,95,2,holland,"[{""name"": ""Olympiaschool"", ""amenity"": ""school""}, {""leisure"": ""playground""}]"
696,,Westerpark,52.39038,4.88716,Private room,126,2,101,1.2,1,70,21,holland,"[{""name"": ""BAK"", ""amenity"": ""restaurant""}, {""name"": ""Het Veem Theater"", ""amenity"": ""theatre""}, {""name"": ""Apotheek Amsterdam"", ""amenity"": ""pharmacy""}, {""name"": ""Werkgebouw Het Veem"", ""amenity"": ""coworking_space""}, {""name"": ""Profilex"", ""shop"": ""art""}]"
700,,Noord-West,52.41119,4.8931,Private room,53,2,96,1.4,3,176,3,holland,"[{""leisure"": ""garden""}, {""name"": ""Tandartsenpraktijk Goos"", ""amenity"": ""dentist""}, {""name"": ""Mondhygiëniste Praktijk Jolanda Heerschop"", ""amenity"": ""dentist""}]"
703,,Centrum-West,52.37713,4.8821,Entire home/apt,225,3,38,0.49,1,195,2,holland,"[{""name"": ""piselli boutique"", ""shop"": ""interior_decoration""}, {""name"": ""Rosario"", ""amenity"": ""restaurant"", ""cuisine"": ""mexican""}, {""name"": ""Assaggi"", ""amenity"": ""restaurant"", ""cuisine"": ""italian_pizza""}, {""name"": ""Vindit Vintage"", ""shop"": ""clothes""}, {""name"": ""Serekunda"", ""shop"": ""clothes""}, {""name"": ""Het Oud-Hollandsch Snoepwinkeltje"", ""shop"": ""confectionery""}, {""name"": ""Tom's bread & more"", ""amenity"": ""cafe""}, {""name"": ""La Perla"", ""amenity"": ""restaurant"", ""cuisine"": ""pizza""}, {""name"": ""La Perla"", ""amenity"": ""restaurant"", ""cuisine"": ""italian""}, {""name"": ""Studio Nelson Carrilho"", ""amenity"": ""arts_centre""}, {""name"": ""La Fiorita"", ""amenity"": ""restaurant""}, {""name"": ""Bar Pif"", ""amenity"": ""restaurant""}, {""name"": ""Café de Tuin"", ""amenity"": ""pub""}, {""name"": ""Tanoshii sushi"", ""amenity"": ""restaurant"", ""cuisine"": ""sushi""}, {""name"": ""Oogst"", ""shop"": ""jewelry""}, {""name"": ""t' Pareltje"", ""amenity"": ""fast_food"", ""cuisine"": ""fries""}, {""name"": ""Kimzou"", ""shop"": ""hairdresser""}, {""name"": ""The Beauty Bar"", ""shop"": ""beauty""}, {""name"": ""What Art Can Do"", ""tourism"": ""gallery""}, {""name"": ""Gems"", ""shop"": ""clothes""}, {""name"": ""Theo Thijssenschool"", ""amenity"": ""school"", ""description"": ""hoofdlocatie""}, {""name"": ""Smoked crispy bacon sandwich house"", ""amenity"": ""fast_food""}, {""name"": ""Second Hand by Sam Sam"", ""shop"": ""clothes""}, {""name"": ""Babylon Vintage"", ""shop"": ""clothes""}, {""name"": ""Donna Sofia"", ""amenity"": ""restaurant"", ""cuisine"": ""italian""}, {""name"": ""kleine kanjer"", ""shop"": ""clothes""}, {""name"": ""La Oliva Pintxos y Vinos"", ""amenity"": ""restaurant"", ""cuisine"": ""spanish""}, {""name"": ""Yan Yan"", ""amenity"": ""restaurant"", ""cuisine"": ""asian""}]"
706,,Centrum-Oost,52.3624,4.8935,Entire home/apt,185,3,36,0.47,1,2,3,holland,"[{""name"": ""John Dory"", ""amenity"": ""restaurant"", ""cuisine"": ""fish""}, {""name"": ""Bodyvita"", ""leisure"": ""fitness_centre"", ""sport"": ""pilates""}]"
712,,De Baarsjes - Oud-West,52.37178,4.86923,Entire home/apt,200,3,28,0.65,1,36,2,holland,"[{""leisure"": ""pitch"", ""sport"": ""soccer""}, {""leisure"": ""playground""}, {""name"": ""Partou"", ""amenity"": ""childcare"", ""description"": ""Kinderdagverblijf, BSO""}, {""name"": ""Bilderdijkpark"", ""leisure"": ""park""}]"
737,,Zuid,52.34808,4.85065,Entire home/apt,225,1,5,0.06,1,365,0,holland,"[{""leisure"": ""garden""}]"
741,,De Pijp - Rivierenbuurt,52.35391,4.90603,Entire home/apt,164,3,44,0.55,1,0,1,holland,"[{""leisure"": ""garden""}, {""name"": ""Individueel Voortgezet Kunstzinnig Onderwijs"", ""amenity"": ""school""}, {""name"": ""ctaste"", ""amenity"": ""restaurant"", ""cuisine"": ""regional""}]"
752,,Centrum-Oost,52.36986,4.92258,Entire home/apt,120,2,25,0.3,1,0,0,holland,"[{""name"": ""Touwbaanpark"", ""leisure"": ""park""}, {""name"": ""Bandenboot"", ""tourism"": ""artwork""}]"
757,,De Baarsjes - Oud-West,52.36724,4.87198,Entire home/apt,361,3,9,0.11,1,7,5,holland,"[{""name"": ""Massage Salon Oranje"", ""shop"": ""massage""}, {""name"": ""Postkantoor West"", ""amenity"": ""post_office""}, {""name"": ""Avondwinkel Hapje"", ""shop"": ""convenience""}, {""name"": ""Discovery"", ""shop"": ""electronics""}, {""name"": ""Mount Everest"", ""shop"": ""newsagent""}, {""name"": ""Gallery 3"", ""amenity"": ""restaurant""}, {""name"": ""Ja &Ro"", ""shop"": ""hairdresser""}, {""name"": ""Larry's"", ""amenity"": ""fast_food""}, {""name"": ""Seoul Food"", ""amenity"": ""restaurant"", ""cuisine"": ""korean""}, {""name"": ""Vitaminstore"", ""shop"": ""nutrition_supplements""}, {""name"": ""Musscher"", ""shop"": ""lighting""}, {""name"": ""Mensink"", ""shop"": ""bakery""}, {""name"": ""Xenos"", ""shop"": ""houseware""}, {""name"": ""Wildernis"", ""shop"": ""garden_centre""}, {""name"": ""Indianaweg"", ""shop"": ""clothes""}, {""name"": ""SuperBra"", ""shop"": ""clothes""}, {""name"": ""Corner Inn"", ""amenity"": ""fast_food""}, {""name"": ""Brioche"", ""shop"": ""bakery""}, {""name"": ""Vegitalian"", ""amenity"": ""restaurant"", ""cuisine"": ""italian""}, {""name"": ""Dany"", ""shop"": ""beauty""}]"
758,,Centrum-Oost,52.364323,4.899321,Private room,60,2,195,2.39,4,7,34,holland,"[{""name"": ""Deutsche Seemannsheim Amsterdam Guesthouse Keizersgracht"", ""tourism"": ""guest_house""}]"
762,,De Baarsjes - Oud-West,52.36678,4.87437,Entire home/apt,248,4,32,0.47,1,154,1,holland,"[{""name"": ""l'Affiche"", ""amenity"": ""pub""}, {""amenity"": ""public_bookcase""}, {""name"": ""Aquacosta"", ""tourism"": ""artwork""}]"
767,,Bos en Lommer,52.37431,4.83939,Entire home/apt,268,4,27,0.4,1,0,0,holland,"[{""leisure"": ""playground""}, {""leisure"": ""pitch"", ""sport"": ""soccer""}, {""leisure"": ""garden""}]"
774,,Oud-Oost,52.35717,4.92196,Private room,216,3,24,0.44,3,287,6,holland,"[{""leisure"": ""garden""}, {""amenity"": ""public_bookcase""}, {""leisure"": ""playground""}]"
786,,Westerpark,52.38442,4.8766,Entire home/apt,175,3,15,0.27,1,0,0,holland,"[{""leisure"": ""garden""}, {""name"": ""Speeltuin"", ""leisure"": ""playground""}, {""name"": ""Westerparkschool"", ""amenity"": ""school""}]"
793,,Centrum-West,52.37942,4.88423,Entire home/apt,160,1000,38,0.72,1,12,6,holland,"[{""name"": ""Café R. de Rosa"", ""amenity"": ""bar""}, {""name"": ""OJAI"", ""shop"": ""beauty""}, {""name"": ""Ditjes & Datjes"", ""shop"": ""antiques""}, {""name"": ""Reverse"", ""shop"": ""clothes""}, {""name"": ""Tiramisúp"", ""shop"": ""deli""}, {""name"": ""Les petits canelés"", ""shop"": ""pastry""}, {""name"": ""Roquebrun"", ""shop"": ""beauty""}]"
797,,Centrum-Oost,52.36181,4.89755,Private room,207,1,14,0.2,2,135,2,holland,"[{""name"": ""Huisartsenpraktijk M.F. Huijgen"", ""amenity"": ""doctors"", ""healthcare"": ""doctor""}, {""name"": ""The City Street Spa"", ""shop"": ""beauty""}, {""leisure"": ""playground""}, {""name"": ""Kokadorus"", ""tourism"": ""artwork""}]"
803,,Centrum-West,52.38402,4.88491,Private room,189,3,79,1.04,1,340,13,holland,"[{""name"": ""Sam Sam"", ""shop"": ""clothes""}, {""name"": ""COCO"", ""shop"": ""tobacco""}, {""tourism"": ""attraction""}, {""name"": ""Affaire d'eau"", ""shop"": ""interior_decoration""}, {""name"": ""Jutka & Riska"", ""shop"": ""clothes""}, {""name"": ""De Dijk"", ""amenity"": ""fast_food"", ""cuisine"": ""friture""}, {""name"": ""Eye Wish"", ""shop"": ""optician""}, {""name"": ""Kuwadro"", ""tourism"": ""guest_house""}, {""name"": ""Hooks & Yarn"", ""shop"": ""sewing""}, {""name"": ""Haarwerk"", ""shop"": ""hairdresser""}, {""name"": ""Medicijnman Apotheek Mouw & Kruysse"", ""amenity"": ""pharmacy""}, {""name"": ""Zoet & Hartig"", ""shop"": ""pastry""}, {""name"": ""Number Nine"", ""shop"": ""clothes""}, {""name"": ""Ekoplaza"", ""shop"": ""supermarket""}, {""name"": ""The Movies"", ""amenity"": ""cinema""}, {""name"": ""Primera"", ""shop"": ""newsagent""}, {""name"": ""Chique de Friemel"", ""shop"": ""second_hand""}, {""name"": ""by Sarune"", ""shop"": ""beauty""}, {""name"": ""Ristorante Pizzeria Toscana"", ""shop"": ""clothes""}, {""name"": ""(IM)MATERIAL"", ""shop"": ""clothes""}, {""name"": ""Toscana"", ""amenity"": ""restaurant"", ""cuisine"": ""pizza""}, {""name"": ""Schaak- en Go-winkel Het Paard"", ""shop"": ""games""}, {""name"": ""Tech Plus"", ""shop"": ""electronics""}, {""name"": ""Amsterdam nail art studio"", ""shop"": ""beauty""}, {""name"": ""Lova"", ""amenity"": ""cafe"", ""cuisine"": ""breakfast;brunch""}, {""name"": ""DHL Pakketautomaat"", ""amenity"": ""parcel_locker"", ""brand"": ""DHL""}, {""name"": ""Bakkerij Mediterrane"", ""shop"": ""bakery""}, {""name"": ""Gibson Hair"", ""shop"": ""hairdresser""}, {""leisure"": ""playground""}, {""name"": ""a Volo!"", ""amenity"": ""restaurant"", ""cuisine"": ""italian""}]"
